Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Weekend
22,-0.3,32,0.7,1.0,-15.0,0.0,0.0,0.0,1,0,1
23,-0.4,32,0.6,1.0,-15.1,0.0,0.0,0.0,1,0,1
0,-0.2,30,0.4,1.0,-15.7,0.0,0.0,0.0,1,0,0
1,-0.2,32,0.7,1.0,-14.9,0.0,0.0,0.0,1,0,0
2,-0.2,33,1.4,1.0,-14.5,0.0,0.0,0.0,1,0,0
3,-0.3,31,0.3,1.0,-15.4,0.0,0.0,0.0,1,0,0
4,0.0,32,0.4,1.0,-14.7,0.0,0.0,0.0,1,0,0
5,0.0,32,0.7,1.0,-14.7,0.0,0.0,0.0,1,0,0
6,0.0,33,0.4,1.0,-14.3,0.0,0.0,0.0,1,0,0
7,-0.4,34,1.0,0.9945,-14.3,0.0,0.0,0.0,1,0,0
8,-0.7,32,0.5,0.9955,-15.3,0.0,0.0,0.0,1,0,0
9,0.1,33,0.8,0.9505,-14.3,0.06,0.0,0.0,1,0,0
10,1.1,31,0.7,0.949,-14.1,0.25,0.0,0.0,1,0,0
11,2.4,27,0.9,0.898,-14.7,0.47,0.0,0.0,1,0,0
12,3.9,28,0.9,0.6915,-12.9,0.6,0.0,0.0,1,0,0
13,3.9,33,0.6,0.6245,-10.9,0.19,0.0,0.0,1,0,0
14,3.3,73,0.4,0.372,-1.0,0.11,0.0,0.0,1,0,0
15,3.6,69,1.8,0.3275,-1.5,0.17,0.0,0.0,1,0,0
16,2.0,87,1.9,0.07,0.0,0.03,0.0,0.0,1,0,0
17,1.3,93,1.2,0.0405,0.2,0.03,0.0,0.2,1,0,0
18,1.1,96,3.0,0.0935,0.5,0.0,3.3,1.0,1,0,0
19,-0.1,88,3.2,0.291,-1.8,0.0,0.0,1.0,1,0,0
20,-0.8,85,2.9,0.418,-3.0,0.0,0.0,1.0,1,0,0
21,-1.8,85,2.9,0.295,-3.9,0.0,0.0,1.0,1,0,0
22,-3.2,81,3.9,0.246,-6.0,0.0,0.0,1.0,1,0,0
23,-4.2,79,2.9,0.277,-7.3,0.0,0.0,1.0,1,0,0
0,-5.3,77,3.8,0.447,-8.7,0.0,0.0,1.0,1,0,0
1,-6.0,76,3.1,0.589,-9.5,0.0,0.0,1.0,1,0,0
2,-7.5,65,3.9,1.0,-12.9,0.0,0.0,1.0,1,0,0
3,-8.6,68,3.3,1.0,-13.4,0.0,0.0,1.0,1,0,0
4,-9.5,49,4.3,1.0,-18.2,0.0,0.0,1.0,1,0,0
5,-10.5,46,3.0,1.0,-19.9,0.0,0.0,1.0,1,0,0
6,-11.5,47,3.2,1.0,-20.5,0.0,0.0,1.0,1,0,0
7,-12.5,41,4.5,1.0,-23.0,0.0,0.0,1.0,1,0,0
8,-13.0,41,4.0,1.0,-23.5,0.0,0.0,1.0,1,0,0
9,-13.3,36,3.5,1.0,-25.2,0.19,0.0,1.0,1,0,0
10,-12.1,34,3.5,0.984,-24.8,0.62,0.0,1.0,1,0,0
11,-11.7,27,4.0,0.9675,-26.9,0.94,0.0,1.0,1,0,0
12,-11.3,27,3.7,0.9775,-26.6,1.18,0.0,1.0,1,0,0
13,-11.0,27,4.0,0.9795,-26.3,1.26,0.0,1.0,1,0,0
14,-10.4,30,4.3,1.0,-24.6,1.22,0.0,1.0,1,0,0
15,-9.7,32,3.6,1.0,-23.3,1.04,0.0,1.0,1,0,0
16,-10.1,34,4.3,1.0,-23.0,0.74,0.0,1.0,1,0,0
17,-10.6,38,3.5,1.0,-22.2,0.38,0.0,0.9,1,0,0
18,-11.5,43,2.4,1.0,-21.6,0.05,0.0,0.9,1,0,0
19,-12.0,47,3.2,1.0,-21.0,0.0,0.0,0.9,1,0,0
20,-12.5,52,3.0,1.0,-20.3,0.0,0.0,0.9,1,0,0
21,-13.2,49,4.1,1.0,-21.6,0.0,0.0,0.9,1,0,0
22,-13.9,45,4.0,1.0,-23.2,0.0,0.0,0.9,1,0,0
23,-14.3,38,4.0,1.0,-25.5,0.0,0.0,0.9,1,0,0
0,-14.6,34,3.9,1.0,-27.0,0.0,0.0,0.9,1,0,0
1,-15.0,31,2.5,1.0,-28.3,0.0,0.0,0.9,1,0,0
2,-15.2,32,3.1,1.0,-28.2,0.0,0.0,0.9,1,0,0
3,-15.2,30,3.4,1.0,-28.9,0.0,0.0,0.9,1,0,0
4,-15.4,30,2.5,1.0,-29.1,0.0,0.0,0.9,1,0,0
5,-15.6,29,3.7,1.0,-29.6,0.0,0.0,0.9,1,0,0
6,-15.7,29,2.5,1.0,-29.7,0.0,0.0,0.9,1,0,0
7,-15.9,30,3.0,1.0,-29.5,0.0,0.0,0.9,1,0,0
8,-16.2,30,1.6,1.0,-29.8,0.0,0.0,0.9,1,0,0
9,-15.8,27,3.4,1.0,-30.5,0.2,0.0,0.9,1,0,0
10,-14.5,24,4.6,0.951,-30.6,0.61,0.0,0.9,1,0,0
11,-13.1,25,3.8,0.982,-29.0,0.96,0.0,0.9,1,0,0
12,-12.2,26,4.0,1.0,-27.8,1.17,0.0,0.9,1,0,0
13,-12.0,25,6.0,0.9435,-28.0,1.27,0.0,0.9,1,0,0
14,-11.1,26,3.8,0.99,-26.8,1.25,0.0,0.8,1,0,0
15,-10.8,29,3.8,1.0,-25.4,1.06,0.0,0.7,1,0,0
16,-11.2,30,4.7,1.0,-25.3,0.77,0.0,0.7,1,0,0
17,-11.8,26,3.5,1.0,-27.4,0.39,0.0,0.7,1,0,0
18,-13.0,29,3.4,1.0,-27.3,0.05,0.0,0.7,1,0,0
19,-13.8,32,2.2,1.0,-26.9,0.0,0.0,0.7,1,0,0
20,-14.3,37,1.3,1.0,-25.8,0.0,0.0,0.7,1,0,0
21,-14.7,40,3.2,0.9665,-25.3,0.0,0.0,0.7,1,0,0
22,-15.2,45,4.0,1.0,-24.4,0.0,0.0,0.7,1,0,0
23,-15.7,43,3.6,1.0,-25.4,0.0,0.0,0.7,1,0,0
0,-15.9,43,3.8,1.0,-25.6,0.0,0.0,0.7,1,0,0
1,-16.1,42,2.2,1.0,-26.0,0.0,0.0,0.7,1,0,0
2,-16.0,42,1.3,1.0,-25.9,0.0,0.0,0.7,1,0,0
3,-16.0,40,1.9,1.0,-26.5,0.0,0.0,0.7,1,0,0
4,-15.9,37,2.4,0.9925,-27.2,0.0,0.0,0.7,1,0,0
5,-15.8,37,2.7,1.0,-27.1,0.0,0.0,0.7,1,0,0
6,-16.1,33,3.0,1.0,-28.7,0.0,0.0,0.7,1,0,0
7,-16.2,33,2.2,1.0,-28.7,0.0,0.0,0.7,1,0,0
8,-16.4,32,3.3,1.0,-29.2,0.01,0.0,0.6,1,0,0
9,-16.2,33,2.9,1.0,-28.7,0.19,0.0,0.6,1,0,0
10,-15.3,33,2.4,1.0,-27.9,0.56,0.0,0.6,1,0,0
11,-13.8,25,3.5,0.998,-29.6,0.91,0.0,0.6,1,0,0
12,-12.8,25,3.2,0.9905,-28.7,1.16,0.0,0.6,1,0,0
13,-11.4,27,3.9,1.0,-26.7,1.26,0.0,0.6,1,0,0
14,-10.4,25,2.3,0.9905,-26.7,1.21,0.0,0.5,1,0,0
15,-9.7,28,3.7,1.0,-24.8,1.0,0.0,0.5,1,0,0
16,-9.6,31,2.6,0.9865,-23.6,0.66,0.0,0.5,1,0,0
17,-10.9,32,4.0,1.0,-24.4,0.28,0.0,0.5,1,0,0
18,-11.8,33,4.0,1.0,-24.8,0.04,0.0,0.5,1,0,0
19,-12.7,33,3.7,1.0,-25.6,0.0,0.0,0.5,1,0,0
20,-13.5,33,2.4,1.0,-26.3,0.0,0.0,0.5,1,0,0
21,-14.1,35,2.2,1.0,-26.2,0.0,0.0,0.5,1,0,0
22,-14.6,35,2.5,1.0,-26.7,0.0,0.0,0.5,1,0,0
23,-14.9,35,2.8,1.0,-26.9,0.0,0.0,0.5,1,0,0
0,-15.1,34,1.7,1.0,-27.4,0.0,0.0,0.5,1,0,0
1,-15.3,34,1.7,1.0,-27.6,0.0,0.0,0.5,1,0,0
2,-15.6,33,2.2,1.0,-28.2,0.0,0.0,0.5,1,0,0
3,-15.9,34,2.9,1.0,-28.2,0.0,0.0,0.5,1,0,0
4,-16.4,36,1.5,1.0,-28.0,0.0,0.0,0.5,1,0,0
5,-16.9,38,2.3,1.0,-27.9,0.0,0.0,0.5,1,0,0
6,-17.4,40,1.6,1.0,-27.7,0.0,0.0,0.5,1,0,0
7,-17.5,38,3.4,1.0,-28.4,0.0,0.0,0.5,1,0,0
8,-17.8,40,2.5,1.0,-28.1,0.0,0.0,0.5,1,0,0
9,-17.5,37,3.8,0.9705,-28.7,0.21,0.0,0.5,1,0,0
10,-16.5,33,3.4,0.8515,-29.0,0.62,0.0,0.5,1,0,0
11,-15.6,31,3.3,0.904,-28.9,0.93,0.0,0.5,1,0,0
12,-14.4,30,2.7,0.953,-28.2,1.17,0.0,0.5,1,0,0
13,-13.3,28,2.7,0.9445,-27.9,1.26,0.0,0.5,1,0,0
14,-12.1,27,2.5,0.9395,-27.3,1.25,0.0,0.4,1,0,0
15,-11.4,27,3.3,0.9025,-26.7,0.0,0.0,0.4,1,0,0
16,-10.8,28,2.7,0.889,-25.8,0.77,0.0,0.4,1,0,0
17,-11.5,31,3.3,0.8725,-25.2,0.41,0.0,0.3,1,0,0
18,-12.7,33,2.5,0.9175,-25.6,0.05,0.0,0.3,1,0,0
19,-13.2,33,2.4,0.9315,-26.1,0.0,0.0,0.3,1,0,0
20,-13.7,35,1.7,0.939,-25.9,0.0,0.0,0.3,1,0,0
21,-14.1,36,1.8,0.9345,-25.9,0.0,0.0,0.3,1,0,0
22,-14.6,40,1.8,0.873,-25.2,0.0,0.0,0.3,1,0,0
23,-14.4,38,2.7,0.869,-25.6,0.0,0.0,0.3,1,0,0
0,-15.0,42,1.2,0.883,-25.0,0.0,0.0,0.3,1,0,1
1,-15.1,43,0.8,0.9525,-24.9,0.0,0.0,0.3,1,0,1
2,-15.3,43,0.6,0.9335,-25.0,0.0,0.0,0.3,1,0,1
3,-15.3,43,0.8,0.9815,-25.0,0.0,0.0,0.3,1,0,1
4,-15.3,47,0.8,0.934,-24.0,0.0,0.0,0.3,1,0,1
5,-15.4,45,0.8,1.0,-24.6,0.0,0.0,0.3,1,0,1
6,-15.3,47,0.7,0.9605,-24.0,0.0,0.0,0.3,1,0,1
7,-15.7,53,1.3,0.8145,-23.1,0.0,0.0,0.3,1,0,1
8,-15.9,58,0.9,0.6845,-22.2,0.0,0.0,0.3,1,0,1
9,-15.1,49,1.1,0.7005,-23.4,0.2,0.0,0.3,1,0,1
10,-12.3,35,0.6,0.7485,-24.6,0.6,0.0,0.3,1,0,1
11,-9.6,33,1.1,0.874,-22.9,0.9,0.0,0.3,1,0,1
12,-7.7,32,2.5,0.8815,-21.5,1.13,0.0,0.3,1,0,1
13,-6.6,27,2.1,0.9445,-22.5,1.24,0.0,0.3,1,0,1
14,-4.1,25,2.0,0.865,-21.2,1.2,0.0,0.2,1,0,1
15,-3.7,26,2.2,0.8695,-20.4,1.04,0.0,0.0,1,0,1
16,-3.7,25,2.6,0.9195,-20.9,0.74,0.0,0.0,1,0,1
17,-4.6,26,1.9,1.0,-21.2,0.39,0.0,0.0,1,0,1
18,-6.6,31,3.0,0.994,-20.9,0.06,0.0,0.0,1,0,1
19,-7.1,33,2.0,0.9435,-20.6,0.0,0.0,0.0,1,0,1
20,-7.6,36,1.7,0.929,-20.1,0.0,0.0,0.0,1,0,1
21,-7.9,35,2.6,0.939,-20.7,0.0,0.0,0.0,1,0,1
22,-7.8,43,2.3,0.902,-18.2,0.0,0.0,0.0,1,0,1
23,-7.6,42,1.2,0.88,-18.3,0.0,0.0,0.0,1,0,1
0,-7.5,36,2.3,0.986,-20.0,0.0,0.0,0.0,1,0,1
1,-7.5,45,2.4,0.9265,-17.4,0.0,0.0,0.0,1,0,1
2,-7.8,51,1.9,0.8135,-16.1,0.0,0.0,0.0,1,0,1
3,-7.7,49,1.8,0.7865,-16.5,0.0,0.0,0.0,1,0,1
4,-7.6,37,1.6,0.983,-19.8,0.0,0.0,0.0,1,0,1
5,-7.5,33,1.5,1.0,-21.0,0.0,0.0,0.0,1,0,1
6,-7.8,35,1.9,1.0,-20.6,0.0,0.0,0.0,1,0,1
7,-8.0,39,1.9,1.0,-19.5,0.0,0.0,0.0,1,0,1
8,-8.1,43,1.7,0.9715,-18.5,0.0,0.0,0.0,1,0,1
9,-7.8,41,1.8,0.9615,-18.7,0.17,0.0,0.0,1,0,1
10,-5.9,35,1.9,0.97,-18.9,0.53,0.0,0.0,1,0,1
11,-4.6,27,2.6,0.9435,-20.8,0.85,0.0,0.0,1,0,1
12,-3.5,26,2.5,0.878,-20.2,1.07,0.0,0.0,1,0,1
13,-2.4,22,2.5,0.933,-21.2,1.16,0.0,0.0,1,0,1
14,-1.5,20,3.0,0.996,-21.6,1.09,0.0,0.0,1,0,1
15,-1.9,23,4.3,1.0,-20.3,0.7,0.0,0.0,1,0,1
16,-2.1,27,4.0,1.0,-18.6,0.52,0.0,0.0,1,0,1
17,-3.8,32,5.2,1.0,-18.1,0.25,0.0,0.0,1,0,1
18,-4.9,35,3.7,1.0,-18.0,0.04,0.0,0.0,1,0,1
19,-6.0,31,3.6,1.0,-20.4,0.0,0.0,0.0,1,0,1
20,-7.0,30,2.8,1.0,-21.6,0.0,0.0,0.0,1,0,1
21,-7.3,34,3.5,1.0,-20.5,0.0,0.0,0.0,1,0,1
22,-7.9,40,2.5,0.9985,-19.1,0.0,0.0,0.0,1,0,1
23,-8.7,42,2.1,0.9905,-19.3,0.0,0.0,0.0,1,0,1
0,-9.3,45,0.7,0.988,-19.0,0.0,0.0,0.0,1,0,0
1,-9.8,47,1.3,0.967,-19.0,0.0,0.0,0.0,1,0,0
2,-10.2,47,0.9,0.904,-19.3,0.0,0.0,0.0,1,0,0
3,-9.8,43,2.8,0.9815,-20.0,0.0,0.0,0.0,1,0,0
4,-9.9,45,2.5,0.9835,-19.6,0.0,0.0,0.0,1,0,0
5,-10.4,47,1.0,0.9605,-19.5,0.0,0.0,0.0,1,0,0
6,-10.9,43,1.0,0.9835,-21.0,0.0,0.0,0.0,1,0,0
7,-11.1,37,1.6,1.0,-22.9,0.0,0.0,0.0,1,0,0
8,-11.5,38,1.0,0.999,-23.0,0.01,0.0,0.0,1,0,0
9,-10.8,34,2.9,0.9875,-23.6,0.17,0.0,0.0,1,0,0
10,-9.5,28,3.7,0.9465,-24.6,0.59,0.0,0.0,1,0,0
11,-8.1,24,3.6,0.8805,-25.1,0.91,0.0,0.0,1,0,0
12,-7.3,23,3.8,0.9515,-24.9,1.17,0.0,0.0,1,0,0
13,-6.9,23,4.6,0.9815,-24.6,1.28,0.0,0.0,1,0,0
14,-5.7,23,4.5,0.978,-23.5,1.25,0.0,0.0,1,0,0
15,-5.2,27,4.5,0.9635,-21.3,1.06,0.0,0.0,1,0,0
16,-5.5,28,4.3,0.963,-21.1,0.78,0.0,0.0,1,0,0
17,-5.7,30,3.6,0.989,-20.5,0.4,0.0,0.0,1,0,0
18,-6.6,34,2.5,1.0,-19.8,0.06,0.0,0.0,1,0,0
19,-7.1,40,3.2,1.0,-18.4,0.0,0.0,0.0,1,0,0
20,-7.4,41,3.8,1.0,-18.4,0.0,0.0,0.0,1,0,0
21,-7.7,42,2.9,0.9525,-18.4,0.0,0.0,0.0,1,0,0
22,-8.8,40,3.0,0.9925,-19.9,0.0,0.0,0.0,1,0,0
23,-9.4,41,1.6,1.0,-20.2,0.0,0.0,0.0,1,0,0
0,-10.0,34,1.1,1.0,-22.9,0.0,0.0,0.0,1,0,0
1,-10.4,37,0.3,1.0,-22.3,0.0,0.0,0.0,1,0,0
2,-10.6,40,1.0,1.0,-21.6,0.0,0.0,0.0,1,0,0
3,-10.7,42,1.4,1.0,-21.1,0.0,0.0,0.0,1,0,0
4,-11.1,50,1.2,0.993,-19.4,0.0,0.0,0.0,1,0,0
5,-11.3,53,1.6,0.9895,-19.0,0.0,0.0,0.0,1,0,0
6,-11.2,53,0.9,1.0,-18.9,0.0,0.0,0.0,1,0,0
7,-11.3,57,0.9,0.992,-18.1,0.0,0.0,0.0,1,0,0
8,-11.1,61,0.7,0.9815,-17.1,0.01,0.0,0.0,1,0,0
9,-9.9,49,0.8,0.812,-18.6,0.2,0.0,0.0,1,0,0
10,-7.5,42,0.9,0.8525,-18.2,0.55,0.0,0.0,1,0,0
11,-4.5,29,1.3,0.956,-19.8,0.79,0.0,0.0,1,0,0
12,-3.2,32,2.7,0.95,-17.5,1.01,0.0,0.0,1,0,0
13,-1.3,35,2.0,0.9465,-14.8,1.18,0.0,0.0,1,0,0
14,-1.1,46,2.1,0.7185,-11.2,0.72,0.0,0.0,1,0,0
15,-1.6,55,2.5,0.9455,-9.4,0.64,0.0,0.0,1,0,0
16,-2.2,76,1.7,0.1165,-5.8,0.25,0.0,0.0,1,0,0
17,-2.4,85,0.3,0.087,-4.5,0.06,0.0,0.6,1,0,0
18,-2.3,91,0.4,0.101,-3.5,0.0,1.4,2.0,1,0,0
19,-1.7,91,1.1,0.0835,-2.9,0.0,0.0,3.0,1,0,0
20,-1.5,91,1.7,0.135,-2.7,0.0,0.0,3.3,1,0,0
21,-1.6,91,1.3,0.254,-2.8,0.0,1.5,3.5,1,0,0
22,-1.7,85,1.2,0.503,-3.8,0.0,0.0,3.5,1,0,0
23,-1.7,83,1.0,0.5465,-4.2,0.0,0.0,3.5,1,0,0
0,-1.7,83,0.8,0.5565,-4.2,0.0,0.0,3.5,1,0,0
1,-1.6,81,1.1,0.5705,-4.4,0.0,0.0,3.5,1,0,0
2,-1.6,80,1.4,0.5485,-4.6,0.0,0.0,3.5,1,0,0
3,-2.2,83,1.0,0.4885,-4.7,0.0,0.0,3.5,1,0,0
4,-2.4,82,1.5,0.4385,-5.0,0.0,0.0,3.5,1,0,0
5,-2.8,83,0.6,0.473,-5.2,0.0,0.0,3.5,1,0,0
6,-3.1,80,0.7,0.6075,-6.0,0.0,0.0,3.5,1,0,0
7,-3.5,83,1.6,0.4765,-5.9,0.0,0.0,3.5,1,0,0
8,-3.6,83,1.7,0.4575,-6.0,0.0,0.0,3.5,1,0,0
9,-3.3,77,1.2,0.458,-6.7,0.1,0.0,3.4,1,0,0
10,-2.3,63,1.7,0.643,-8.4,0.22,0.0,3.2,1,0,0
11,-1.5,46,2.5,0.953,-11.6,0.56,0.0,3.0,1,0,0
12,-1.0,35,2.7,0.9605,-14.5,0.64,0.0,3.0,1,0,0
13,-0.8,39,2.6,0.9265,-13.0,0.54,0.0,2.8,1,0,0
14,-0.7,33,2.7,0.992,-15.0,0.56,0.0,2.5,1,0,0
15,-0.5,30,2.3,0.9985,-15.9,0.45,0.0,2.2,1,0,0
16,-0.1,29,1.6,1.0,-16.0,0.5,0.0,1.8,1,0,0
17,-0.9,34,2.8,1.0,-14.8,0.28,0.0,1.8,1,0,0
18,-1.8,35,2.1,1.0,-15.2,0.05,0.0,1.6,1,0,0
19,-2.2,36,2.2,1.0,-15.2,0.0,0.0,1.6,1,0,0
20,-2.6,36,3.1,1.0,-15.6,0.0,0.0,1.6,1,0,0
21,-3.4,40,0.9,1.0,-15.0,0.0,0.0,1.6,1,0,0
22,-4.2,48,1.0,1.0,-13.5,0.0,0.0,1.6,1,0,0
23,-4.7,53,1.3,1.0,-12.8,0.0,0.0,1.6,1,0,0
0,-5.2,56,1.4,0.998,-12.6,0.0,0.0,1.6,1,0,0
1,-5.4,54,1.7,0.998,-13.2,0.0,0.0,1.6,1,0,0
2,-5.5,53,2.1,0.99,-13.5,0.0,0.0,1.6,1,0,0
3,-6.2,57,1.6,0.937,-13.3,0.0,0.0,1.6,1,0,0
4,-7.1,56,1.8,0.9205,-14.4,0.0,0.0,1.6,1,0,0
5,-7.8,65,2.3,0.8685,-13.2,0.0,0.0,1.6,1,0,0
6,-8.1,59,0.7,0.9575,-14.7,0.0,0.0,1.6,1,0,0
7,-8.7,64,0.5,0.986,-14.2,0.0,0.0,1.6,1,0,0
8,-8.6,59,1.0,0.974,-15.1,0.01,0.0,1.6,1,0,0
9,-7.9,50,0.6,0.9025,-16.5,0.23,0.0,1.6,1,0,0
10,-5.0,41,0.5,0.8995,-16.2,0.64,0.0,1.5,1,0,0
11,-2.6,33,1.5,0.915,-16.6,0.95,0.0,1.4,1,0,0
12,-1.1,31,1.3,0.9345,-16.1,1.2,0.0,1.3,1,0,0
13,0.3,28,3.1,0.994,-16.1,1.3,0.0,1.0,1,0,0
14,0.8,23,3.2,1.0,-18.0,1.29,0.0,0.5,1,0,0
15,0.7,25,3.0,0.9935,-17.1,1.12,0.0,0.0,1,0,0
16,1.1,26,2.1,0.9785,-16.3,0.82,0.0,0.0,1,0,0
17,0.3,26,2.4,0.9885,-17.0,0.45,0.0,0.0,1,0,0
18,-1.0,28,1.9,1.0,-17.2,0.08,0.0,0.0,1,0,0
19,-1.8,32,1.5,1.0,-16.3,0.0,0.0,0.0,1,0,0
20,-2.4,36,1.0,1.0,-15.4,0.0,0.0,0.0,1,0,0
21,-3.2,47,1.8,0.9585,-12.9,0.0,0.0,0.0,1,0,0
22,-3.9,52,1.2,0.9355,-12.3,0.0,0.0,0.0,1,0,0
23,-4.5,55,0.4,0.954,-12.1,0.0,0.0,0.0,1,0,0
0,-4.9,56,1.1,0.991,-12.3,0.0,0.0,0.0,1,0,0
1,-5.2,56,0.9,0.9865,-12.6,0.0,0.0,0.0,1,0,0
2,-5.7,59,0.3,0.9755,-12.4,0.0,0.0,0.0,1,0,0
3,-6.3,63,0.9,0.7125,-12.2,0.0,0.0,0.0,1,0,0
4,-6.7,65,1.1,0.8525,-12.1,0.0,0.0,0.0,1,0,0
5,-6.8,61,0.2,0.862,-13.0,0.0,0.0,0.0,1,0,0
6,-7.0,62,1.3,0.915,-13.0,0.0,0.0,0.0,1,0,0
7,-7.4,62,1.5,0.9545,-13.4,0.0,0.0,0.0,1,0,0
8,-7.4,58,2.2,0.941,-14.2,0.01,0.0,0.0,1,0,0
9,-6.5,54,1.2,0.7705,-14.2,0.22,0.0,0.0,1,0,0
10,-4.1,43,1.2,0.5935,-14.8,0.59,0.0,0.0,1,0,0
11,-1.4,37,1.0,0.6585,-14.2,0.91,0.0,0.0,1,0,0
12,0.9,37,1.5,0.6415,-12.1,1.12,0.0,0.0,1,0,0
13,1.6,29,2.2,0.831,-14.5,1.2,0.0,0.0,1,0,0
14,3.2,26,2.2,0.7495,-14.5,1.16,0.0,0.0,1,0,0
15,3.6,26,2.4,0.8435,-14.1,0.99,0.0,0.0,1,0,0
16,2.9,26,3.0,0.984,-14.7,0.69,0.0,0.0,1,0,0
17,2.0,25,2.3,0.999,-16.0,0.34,0.0,0.0,1,0,0
18,0.5,37,3.0,0.8665,-12.5,0.06,0.0,0.0,1,0,0
19,-0.5,43,2.5,0.833,-11.5,0.0,0.0,0.0,1,0,0
20,-1.3,51,2.4,0.7405,-10.1,0.0,0.0,0.0,1,0,0
21,-2.0,61,1.7,0.8275,-8.5,0.0,0.0,0.0,1,0,0
22,-2.4,63,1.3,0.7615,-8.4,0.0,0.0,0.0,1,0,0
23,-2.6,69,2.0,0.717,-7.5,0.0,0.0,0.0,1,0,0
0,-2.5,69,2.2,0.683,-7.4,0.0,0.0,0.0,1,0,1
1,-2.3,71,3.2,0.539,-6.8,0.0,0.0,0.0,1,0,1
2,-3.4,82,4.2,0.092,-6.0,0.0,0.0,0.0,1,0,1
3,-4.4,80,4.3,0.173,-7.3,0.0,0.1,0.1,1,0,1
4,-5.6,74,4.0,0.1935,-9.5,0.0,0.0,0.2,1,0,1
5,-6.3,65,3.9,0.7605,-11.8,0.0,0.0,0.3,1,0,1
6,-7.8,57,4.8,0.9335,-14.8,0.0,0.4,0.3,1,0,1
7,-8.8,58,4.0,0.971,-15.5,0.0,0.0,0.3,1,0,1
8,-9.5,56,3.5,0.9895,-16.6,0.01,0.0,0.3,1,0,1
9,-9.4,47,3.3,0.9975,-18.6,0.42,0.0,0.3,1,0,1
10,-8.5,43,4.0,0.8985,-18.8,1.09,0.0,0.2,1,0,1
11,-7.7,41,4.6,0.992,-18.7,1.65,0.0,0.2,1,0,1
12,-6.0,38,3.4,0.965,-18.0,2.04,0.0,0.0,1,0,1
13,-5.8,38,3.7,0.9805,-17.8,2.25,0.0,0.0,1,0,1
14,-5.0,31,4.0,1.0,-19.5,2.18,0.0,0.0,1,0,1
15,-4.5,31,4.3,0.9895,-19.1,1.91,0.0,0.0,1,0,1
16,-4.2,31,3.5,0.987,-18.8,1.42,0.0,0.0,1,0,1
17,-5.6,32,4.6,1.0,-19.7,0.53,0.0,0.0,1,0,1
18,-6.6,36,4.4,1.0,-19.2,0.15,0.0,0.0,1,0,1
19,-7.6,32,4.8,1.0,-21.4,0.0,0.0,0.0,1,0,1
20,-8.5,31,4.1,1.0,-22.6,0.0,0.0,0.0,1,0,1
21,-9.1,38,2.7,1.0,-20.8,0.0,0.0,0.0,1,0,1
22,-9.7,45,3.0,1.0,-19.4,0.0,0.0,0.0,1,0,1
23,-10.0,48,2.6,1.0,-18.9,0.0,0.0,0.0,1,0,1
0,-10.4,49,2.4,1.0,-19.0,0.0,0.0,0.0,1,0,1
1,-10.5,48,3.1,1.0,-19.4,0.0,0.0,0.0,1,0,1
2,-10.5,49,2.0,1.0,-19.1,0.0,0.0,0.0,1,0,1
3,-10.6,47,3.7,1.0,-19.7,0.0,0.0,0.0,1,0,1
4,-11.2,47,2.3,1.0,-20.3,0.0,0.0,0.0,1,0,1
5,-11.5,51,3.3,0.998,-19.6,0.0,0.0,0.0,1,0,1
6,-11.8,54,2.4,0.9585,-19.2,0.0,0.0,0.0,1,0,1
7,-12.4,54,2.5,0.895,-19.8,0.0,0.0,0.0,1,0,1
8,-12.8,56,2.4,0.7535,-19.7,0.02,0.0,0.0,1,0,1
9,-12.4,51,3.8,0.7075,-20.4,0.38,0.0,0.0,1,0,1
10,-11.2,43,3.5,0.6795,-21.3,1.04,0.0,0.0,1,0,1
11,-9.7,37,2.8,0.718,-21.6,1.57,0.0,0.0,1,0,1
12,-8.3,32,1.8,0.6475,-22.1,1.99,0.0,0.0,1,0,1
13,-8.3,34,4.0,0.7805,-21.4,2.22,0.0,0.0,1,0,1
14,-7.4,33,4.0,0.8565,-20.9,2.17,0.0,0.0,1,0,1
15,-6.4,30,4.9,0.9695,-21.1,1.89,0.0,0.0,1,0,1
16,-5.4,29,3.6,0.9895,-20.6,1.4,0.0,0.0,1,0,1
17,-5.9,27,3.6,0.987,-21.9,0.81,0.0,0.0,1,0,1
18,-7.0,26,4.1,1.0,-23.3,0.16,0.0,0.0,1,0,1
19,-7.7,31,3.3,1.0,-21.9,0.0,0.0,0.0,1,0,1
20,-8.2,28,3.5,1.0,-23.5,0.0,0.0,0.0,1,0,1
21,-8.9,35,3.2,1.0,-21.6,0.0,0.0,0.0,1,0,1
22,-9.7,45,1.3,1.0,-19.4,0.0,0.0,0.0,1,0,1
23,-10.3,48,2.0,1.0,-19.2,0.0,0.0,0.0,1,0,1
0,-10.5,52,2.4,1.0,-18.4,0.0,0.0,0.0,1,0,0
1,-11.2,54,1.0,1.0,-18.6,0.0,0.0,0.0,1,0,0
2,-11.2,55,1.5,1.0,-18.4,0.0,0.0,0.0,1,0,0
3,-11.3,54,0.6,1.0,-18.7,0.0,0.0,0.0,1,0,0
4,-11.7,51,1.2,1.0,-19.8,0.0,0.0,0.0,1,0,0
5,-11.6,45,2.4,1.0,-21.1,0.0,0.0,0.0,1,0,0
6,-11.5,40,2.3,1.0,-22.4,0.0,0.0,0.0,1,0,0
